planner,goal_x,goal_y,planning_time_sec,path_length_m,path_cost_global,cost_min,cost_max,cost_std,path_turning_complexity
smac_hybrid,-11.46,2.43,0.0489,12.8323,0,0,0,0.0,10.7703
