x,y
2.1159648966317945e-07,1.8179416727548414e-07
0.027374479582523037,-0.0013288587529807216
0.05236532468147814,-0.0019811719951228213
0.0773500662647173,-0.002860078258219545
0.10232565257438253,-0.003949555813516525
0.12728750597368688,-0.005330476244250093
0.1506197206768327,0.0036500841923050587
0.17392752131711475,0.01268862802816173
0.1972231149259649,0.021761504139920618
0.22058126957090352,0.030672637085206844
0.24390127724261745,0.03968295216087725
0.2672456989771952,0.04863070620045917
0.29024679795275077,0.05842608598509358
0.3136293666605532,0.06727008025750436
0.3369020720854685,0.07640322858695825
0.35321524371527246,0.09534625255087192
0.3732729222368114,0.11026934847636838
0.39590323263262306,0.1208963322773009
0.4207475933543954,0.11811084029243446
0.4455766952868778,0.11519335978021061
0.47050345347081546,0.11328448524004742
0.4954286857758241,0.11135195957648492
0.5203844356594125,0.10988177522840559
0.5453386596640719,0.10836657745192113
0.5702928836687313,0.10684451322025623
0.5952471076733907,0.1053384707173457
0.620213538709482,0.10404834008288688
0.6451830215034313,0.10278796408754332
0.6701586078130966,0.10169619771385285
0.6951357200016908,0.10063418597927765
0.7201189357060009,0.09970263689313086
0.7451021514103111,0.09879931656717034
0.7700899447514082,0.09799899306891646
0.7950777380925054,0.09722460951245537
0.8200685831914605,0.09653491223655308
0.8450594282904156,0.09586962902351459
0.8700517992682997,0.09527377330174502
0.8950456961251128,0.09470233164283925
0.9200395929819258,0.0941896363226995
0.9450350157176679,0.09369982918649455
0.970031964332339,0.09326266487333967
0.995027387068081,0.09284762580465511
1.020025861561681,0.09248065192223365
1.0450228101763521,0.0921358032842825
1.0700212846699522,0.09183673101420098
1.0950197591635522,0.09156207280698325
1.1200182336571523,0.09133166508870616
1.1450182340296813,0.09112948613061533
1.1700167085232813,0.09097308354039413
1.1950167088958104,0.09085025028661065
1.2200167092683394,0.09077700809801925
1.2450167096408684,0.09074572757997501
1.2700167100133974,0.0907709045823033
1.2950167103859265,0.09084948734714615
1.3200167107584555,0.09099597172432894
1.3450151852520555,0.09121112065331616
1.3700136597456556,0.09151171880232667
1.3950106083603266,0.09190234380814744
1.4200060310960687,0.09240283209685529
1.4449984020739528,0.09302386482095315
1.46998619541505,0.09378833016437582
1.49496941111936,0.09471530161373565
1.5199434715500963,0.09583453380814788
1.5449083767072587,0.0971727296288698
1.5698564971962021,0.09877032486751958
1.5927553622835156,0.10880297882561152
1.6157457801065682,0.1186250614915032
1.6388231730285732,0.12823809874412362
1.6619844892916724,0.13764666822025973
1.685228203016937,0.146854584617234
1.7084841237736335,0.15602893167777054
1.7318285455082112,0.1649736339594945
1.7552584164628122,0.1736925061597283
1.7787706848795786,0.18219088885472345
1.8023577213638653,0.19047412262073138
1.8260195259156724,0.19854525921561006
1.8508516796060128,0.20143451096764764
1.8756121169866908,0.2048929155601975
1.9002626910844818,0.20905169858115258
1.9248293418411784,0.2136857928884872
1.9493074916199937,0.2187715473588021
1.973686459268425,0.22430819905263277
1.9979830294546908,0.23019427702120154
2.0222002539366493,0.23640536720164462
2.0463472879878744,0.24287738267894454
2.07043328688194,0.2495744652982701
2.095407347312676,0.2507226891923331
2.1203859853801994,0.2517351098617162
2.1453692010845096,0.25268573243447534
2.1703539426677487,0.25353106936113434
2.195341736008846,0.25432757816206575
2.220331055228872,0.25503940068243836
2.245321900327827,0.2557123132901218
2.27031579718464,0.25631808722492977
2.2953081681625243,0.256891817702229
2.3203035908982663,0.25740985359862023
2.3452990136340084,0.25790194955321866
2.3702944363697505,0.25834826913994746
2.3952913849844215,0.25877398936113494
2.4202883335990926,0.25916079966963323
2.4452852822137636,0.2595292994309837
2.4702822308284347,0.2598665186742899
2.4952807053220347,0.26018771618884173
2.5202791798156348,0.2604822108221363
2.545277654309235,0.26076449842399896
2.570276128802835,0.2610223719629978
2.595274603296435,0.26127032728895827
2.620273077790035,0.2614984461888419
2.645273078162564,0.2617166468756871
2.670271552656164,0.2619180628943134
2.695271553028693,0.2621118495182948
2.720270027522293,0.2622903773529863
2.745270027894822,0.2624628016719619
2.770270028267351,0.2626222560200411
2.795268502760951,0.2627756068524043
2.82026850313348,0.2629182765322646
2.8452685035060092,0.2630556056358735
2.8702685038785383,0.2631845424053729
2.8952669783721383,0.2633089015380854
2.9202669787446673,0.26342486833668843
2.9452669791171964,0.263538546316898
2.9702669794897254,0.2636453578419271
2.9952669798622544,0.26374988054856274
3.0202669802347835,0.2638498256184114
3.0452669806073125,0.2639482448093311
3.0702654551009125,0.2640428493029283
3.0952654554734416,0.26413745379652553
3.1202654558459706,0.26423053241119376
3.1452654562184996,0.264325136904791
3.1702654565910287,0.2644197413983882
3.1952654569635577,0.2645181605893079
3.2202654573360867,0.26461886859862105
3.2452654577086157,0.26472568012365016
3.270263932202216,0.26483859516439523
3.295263932574745,0.2649614284181787
3.320263932947274,0.2650949428244651
3.345263933319803,0.2652429530805769
3.370262407813403,0.2654077480049075
3.395262408185932,0.26559466817370847
3.420260882679532,0.2658067653448377
3.445259357173132,0.2660501430340112
3.470257831666732,0.26633166769640937
3.495256306160332,0.26665820578721267
3.520253254775003,0.267040438458924
3.5452486775107452,0.2674882839245818
3.5702441002464873,0.26801471215508244
3.5952364712243714,0.2686372707581093
3.6202257904443975,0.2693735073413457
3.6452105320276367,0.27024859890711994
3.670187644216231,0.2712900112761538
3.69515712701018,0.27253207672434954
3.7201128768937686,0.27401675692225425
3.745050316230209,0.275796694692918
3.769958763866999,0.2779344510724293
3.794826012772706,0.2805093717650955
3.8196307006423247,0.28361911302237175
3.844345361655133,0.28738650809804156
3.8689226935643326,0.2919626190060747
3.893294031818119,0.2975381806125945
3.9136278944258045,0.3120813326847731
3.9339358170916974,0.3266618687907119
3.9542193256947265,0.3412775001120174
3.9719561423652756,0.35889453528664106
3.9907198755550333,0.3754144635113228
4.010400661981112,0.39083270714927565
4.032925686730824,0.40167865457651786
4.055472073785541,0.41247882563589044
4.078036771387406,0.42324008678257385
4.100619779536419,0.4339639638954971
4.123219572353651,0.44465503461144706
4.1463946215271115,0.45403079769060994
4.1694643850544715,0.4636636713693072
4.192424285298944,0.4735536556475388
4.215269744623743,0.4837053281620918
4.23799771127101,0.49412097773135955
4.2600512394316645,0.5058961854263551
4.282104767592319,0.5176713931213506
4.304156769874044,0.5294458378768816
4.326210298034699,0.5412210455718771
4.3484728716086245,0.5525972359269424
4.370685091177894,0.5640703195939984
4.392845430863577,0.5756402965730452
4.414955416544604,0.5873086927430116
4.4370135223420455,0.5990762710433621
4.458838168663352,0.6112688066254357
4.480664340863587,0.6234605792680448
4.502488987184893,0.6356523519106538
4.524315159385129,0.6478456504321919
4.54625272074718,0.6598344811772456
4.568156712772794,0.6718858729583879
4.590025609583041,0.6839967740177606
4.611862462935779,0.6961702361132218
4.633546728395618,0.7086122529001848
4.655229467976529,0.7210557955660768
4.676913733436368,0.7334993382319688
4.698596473017279,0.7459413550189318
4.720366187697142,0.758232309791925
4.742111488314141,0.7705675150538589
4.763830848989347,0.7829484966836624
4.78552426972276,0.7953752546813355
4.807101723657571,0.807998851060848
4.82868070347131,0.8206224474403605
4.850259683285049,0.833247569698802
4.87183713721986,0.8458711660783145
4.896478556044077,0.8500917471958935
4.920978068127898,0.8550691642622503
4.945270060677377,0.8609743157174314
4.9692538256832,0.868031505763998
4.9927676199788955,0.8765245478827417
5.015552044146535,0.8868120236219745
5.037201214391008,0.899313549687168
5.053702069129077,0.9180940675451446
5.068941021992874,0.9379137089537615
5.088231183413132,0.9538164191516678
5.105243207592412,0.9721361215730902
5.118432905054579,0.9933733045067363
5.130644514123265,1.0151872696755397
5.154928877278099,1.0211275163460876
5.17760496404178,1.0316515033193134
