planner,goal_x,goal_y,planning_time_sec,path_length_m,path_cost_global,cost_min,cost_max,cost_std,path_turning_complexity
smac_lattice*,2.22,6.36,1.2634,10.7259,68.23,0,228,76.01,8.292
